,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
443,1,74.39338283405876,25.247255217789718,89.51576342067081,63.472669340843794,42.201456573070466,185.36990697277457,89.53029501294417,88.35895991579187,107.06670649483657,160.46621148758214,17.705548868143925,11.676461774845984,19.565901909292872,18.002598990387106,2.990442160483316,21.280681159622254,19.582456816519734,20.21042366885989,4.042798216865362,5.523200037367654,9.0,1.0,12.0,7.0,19.0,19.0,12.0,8.0,95.0,131.0,5.0,8.0,66.0,87.0,43.0,29.0,6.0,4.0,3.0,28.0,67.0,3.0,12.0,1.0,8.0,5.0,7.0,6.0,30.0,9.0,13.0,19.0,6.0,7.0,3.0,19.0,4.0,17.0,12.0,39.0,8.0,13.0,17.0,16.0,32.0,11.0,4.0,5.0,4.0,49.0,13.0,50.0,37.0,49.0,23.0,8.0,19.0,11.0,10.0,40.0,5.0,55.0,9.0,6.0,8.0,12.0,3.0,36.0,9.0,32.0,60.0,14.0,18.0,5.0,18.0,44.0,11.0,20.0,15.0,6.0,5.0,42.0,5.0,10.0,5.0,35.0,13.0,35.0,33.0,23.0,17.0,65.0,5.0,24.0,43.0,15.0,5.0,65.0,2.0,22.0,22.0,13.0,21.0,56.0,14.0,4.0,17.0,20.0,9.0,8.0,47.0,15.0,14.0,19.0,18.0,21.0,2.0,15.0,9.0,24.0,13.0,2.0,3.0,38.0,8.0,9.0,6.0,18.0,11.0,6.0,19.0,5.0,37.0,7.0,24.0,24.0,16.0,27.0,7.0,0.0,11.0,16.0,23.0,28.0,20.0,32.0,13.0,1.0,15.0,11.0,0.0,4.0,23.0,16.0,11.0,2.0,4.0,3.0,6.0,9.0,7.0,7.0,4.0,1.0,1.0,4.0,0.0,0.0,7.0,33.0,10.0,4.0,19.0,40.0,4.0,30.0,12.0,9.0,36.0,25.0,12.0,77.0,51.0,20.0,29.0,12.0,62.0,11.0,3.0,20.0,57.0,5.0,17.0,8.0,49.0,9.0,4.0,59.0,37.0,9.0,4.0,9.0,8.0,45.0,11.0,32.0,8.0,28.0,17.0,15.0
444,3,82.82941685244064,37.62274322052482,99.02679408934206,68.26861089792786,45.52910865036728,159.0115118956255,99.03431641267404,97.8081959824093,105.41301514210188,158.46385630230603,14.300686903891751,12.77109738053151,14.8855425856819,15.713634905381074,3.204322292868768,26.607421744711925,14.916526921854642,15.38692176721492,2.4246496106724797,5.7808481015733895,37.0,1.0,46.0,18.0,21.0,14.0,46.0,44.0,97.0,134.0,19.0,8.0,4.0,3.0,10.0,11.0,10.0,16.0,14.0,6.0,15.0,17.0,8.0,15.0,10.0,15.0,3.0,11.0,8.0,13.0,44.0,27.0,15.0,7.0,7.0,4.0,11.0,30.0,20.0,32.0,18.0,12.0,14.0,8.0,13.0,6.0,21.0,15.0,13.0,19.0,7.0,19.0,18.0,41.0,6.0,12.0,5.0,8.0,8.0,7.0,18.0,32.0,84.0,17.0,19.0,3.0,18.0,3.0,13.0,1.0,20.0,13.0,14.0,18.0,13.0,18.0,35.0,12.0,55.0,21.0,15.0,18.0,6.0,17.0,9.0,19.0,7.0,37.0,4.0,7.0,3.0,52.0,29.0,22.0,21.0,15.0,14.0,20.0,9.0,6.0,77.0,12.0,4.0,2.0,7.0,9.0,4.0,3.0,16.0,20.0,13.0,15.0,29.0,31.0,11.0,9.0,8.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,24.0,16.0,7.0,5.0,3.0,0.0,23.0,29.0,14.0,8.0,0.0,40.0,0.0,56.0,3.0,0.0,0.0,2.0,13.0,11.0,0.0,26.0,16.0,0.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,5.0,9.0,1.0,0.0,15.0,6.0,19.0,21.0,19.0,46.0,34.0,26.0,24.0,23.0,22.0,16.0,25.0,18.0,21.0,38.0,16.0,21.0,18.0,25.0,26.0,39.0,17.0,13.0,68.0,14.0,53.0,8.0,9.0,5.0,12.0,13.0,15.0,5.0,15.0,15.0,15.0,42.0,10.0,3.0,4.0,8.0
445,2,78.9629596914289,25.146823553697683,96.06808144156875,65.91775608750699,43.14279510055061,188.71391661514,96.06822866060124,94.47458263404293,104.78803403704029,162.83346583046256,16.829252090220688,11.167903614894438,18.719279186551073,17.67475535260596,2.2945429621495133,25.857253050682477,18.71973282381065,18.932234571955558,3.075371808070265,6.836032652330491,21.0,1.0,32.0,6.0,27.0,68.0,32.0,25.0,93.0,142.0,5.0,8.0,18.0,14.0,8.0,5.0,4.0,9.0,6.0,8.0,22.0,11.0,16.0,8.0,19.0,13.0,5.0,11.0,16.0,12.0,5.0,9.0,6.0,10.0,15.0,11.0,7.0,17.0,3.0,16.0,16.0,11.0,9.0,18.0,1.0,16.0,6.0,14.0,5.0,7.0,5.0,23.0,18.0,38.0,22.0,18.0,3.0,8.0,9.0,13.0,21.0,31.0,25.0,8.0,7.0,13.0,11.0,16.0,13.0,11.0,13.0,12.0,17.0,11.0,22.0,18.0,6.0,19.0,14.0,16.0,13.0,23.0,13.0,10.0,20.0,19.0,9.0,23.0,16.0,6.0,14.0,34.0,10.0,22.0,25.0,12.0,11.0,22.0,9.0,11.0,23.0,14.0,12.0,18.0,7.0,25.0,13.0,16.0,12.0,9.0,3.0,10.0,6.0,15.0,7.0,9.0,4.0,6.0,1.0,3.0,0.0,0.0,2.0,9.0,11.0,0.0,7.0,5.0,0.0,18.0,3.0,10.0,13.0,10.0,9.0,12.0,6.0,10.0,14.0,0.0,27.0,0.0,1.0,7.0,14.0,3.0,12.0,0.0,22.0,13.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,26.0,23.0,11.0,35.0,13.0,51.0,17.0,18.0,8.0,12.0,16.0,35.0,12.0,16.0,20.0,33.0,26.0,24.0,11.0,39.0,21.0,6.0,11.0,12.0,42.0,17.0,5.0,10.0,21.0,6.0,19.0,15.0,15.0,32.0,10.0,22.0,9.0,13.0,13.0,14.0
446,3,88.31578779191851,28.62507590249782,108.73404604962843,70.99290174740263,44.429496777256375,187.9594737707013,108.77488724962113,106.26522358354485,100.87464166377563,166.29190936147683,14.600400232462261,10.118183262874602,15.818110326670347,16.37266705397614,2.7566352853620346,19.59084397648822,15.920715327300027,16.01607397277614,3.1453964694686904,5.962750155257889,29.0,1.0,38.0,11.0,20.0,19.0,38.0,33.0,92.0,136.0,4.0,8.0,7.0,10.0,14.0,4.0,9.0,17.0,6.0,20.0,11.0,14.0,10.0,13.0,11.0,13.0,9.0,11.0,12.0,13.0,5.0,9.0,13.0,22.0,15.0,18.0,9.0,17.0,21.0,6.0,11.0,8.0,14.0,15.0,8.0,19.0,9.0,9.0,12.0,12.0,8.0,7.0,25.0,20.0,15.0,9.0,4.0,4.0,12.0,21.0,20.0,8.0,41.0,4.0,11.0,10.0,11.0,27.0,10.0,13.0,7.0,15.0,17.0,14.0,22.0,11.0,3.0,18.0,24.0,12.0,18.0,13.0,13.0,25.0,10.0,14.0,14.0,9.0,14.0,13.0,7.0,4.0,16.0,11.0,30.0,16.0,10.0,7.0,10.0,15.0,45.0,8.0,17.0,26.0,11.0,17.0,13.0,13.0,9.0,1.0,3.0,4.0,8.0,10.0,7.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,8.0,3.0,9.0,7.0,8.0,13.0,3.0,5.0,5.0,19.0,12.0,12.0,2.0,4.0,1.0,22.0,0.0,29.0,0.0,4.0,6.0,16.0,4.0,4.0,0.0,12.0,6.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,29.0,31.0,36.0,11.0,23.0,12.0,21.0,19.0,35.0,32.0,21.0,27.0,17.0,10.0,19.0,33.0,13.0,17.0,30.0,31.0,5.0,5.0,28.0,7.0,16.0,10.0,15.0,25.0,35.0,7.0,18.0,7.0,11.0,3.0,15.0,30.0,3.0,15.0,5.0,20.0
447,3,80.95567227521809,37.3824106219451,96.67707703068614,66.72538695571947,45.459506430309354,156.64113424048543,96.6900277638315,95.5799937349005,105.97425301561556,157.5222947428949,12.804656074361858,12.048801150843733,13.832363417841435,13.517227708437705,2.601084953261191,26.230415308600605,13.887816921598013,14.001454636218462,3.2036873634681133,5.74967968559327,42.0,1.0,55.0,26.0,19.0,16.0,55.0,53.0,95.0,135.0,26.0,22.0,3.0,3.0,5.0,4.0,28.0,28.0,13.0,5.0,6.0,8.0,15.0,12.0,18.0,21.0,9.0,5.0,7.0,20.0,76.0,35.0,13.0,4.0,6.0,6.0,9.0,53.0,8.0,41.0,23.0,3.0,12.0,5.0,10.0,16.0,7.0,17.0,9.0,46.0,16.0,29.0,47.0,66.0,3.0,8.0,9.0,5.0,4.0,29.0,6.0,20.0,109.0,18.0,1.0,1.0,7.0,1.0,18.0,2.0,33.0,11.0,41.0,5.0,0.0,33.0,67.0,9.0,73.0,5.0,12.0,32.0,1.0,6.0,12.0,43.0,5.0,15.0,2.0,0.0,5.0,15.0,6.0,73.0,67.0,3.0,7.0,39.0,9.0,1.0,89.0,4.0,1.0,7.0,10.0,12.0,2.0,8.0,3.0,42.0,15.0,23.0,15.0,17.0,16.0,17.0,16.0,27.0,8.0,7.0,0.0,0.0,1.0,10.0,32.0,4.0,23.0,12.0,14.0,47.0,5.0,8.0,17.0,23.0,34.0,37.0,16.0,6.0,45.0,0.0,48.0,2.0,1.0,5.0,40.0,3.0,10.0,0.0,23.0,25.0,0.0,13.0,1.0,13.0,15.0,7.0,1.0,2.0,18.0,16.0,1.0,0.0,6.0,0.0,5.0,10.0,0.0,0.0,16.0,5.0,11.0,21.0,31.0,85.0,21.0,13.0,9.0,15.0,14.0,16.0,18.0,29.0,50.0,25.0,16.0,19.0,13.0,31.0,25.0,29.0,37.0,8.0,91.0,5.0,66.0,11.0,7.0,1.0,46.0,14.0,5.0,2.0,14.0,9.0,1.0,65.0,7.0,0.0,8.0,2.0
448,2,78.30842237052913,35.57484931448703,91.55497671062822,68.64250549077444,42.542318751392585,157.64536493755898,91.55687593502321,91.3871606064786,109.26435824252779,156.6558212819234,15.507022997668946,14.227745544021426,16.87395183688051,15.243481582057864,2.4845509596555093,29.571570359596887,16.873198207018962,17.27783595063426,3.0125977016472696,5.879070842814293,13.0,1.0,16.0,9.0,17.0,2.0,16.0,11.0,97.0,128.0,10.0,24.0,14.0,3.0,9.0,6.0,16.0,21.0,9.0,10.0,8.0,10.0,16.0,9.0,17.0,14.0,9.0,8.0,8.0,47.0,11.0,19.0,14.0,32.0,34.0,26.0,14.0,15.0,13.0,4.0,6.0,12.0,19.0,17.0,6.0,20.0,25.0,30.0,13.0,7.0,17.0,3.0,16.0,11.0,10.0,31.0,5.0,19.0,12.0,7.0,18.0,18.0,30.0,9.0,7.0,9.0,11.0,16.0,30.0,19.0,3.0,26.0,11.0,12.0,7.0,8.0,9.0,52.0,19.0,10.0,21.0,16.0,20.0,20.0,23.0,11.0,26.0,20.0,2.0,10.0,17.0,21.0,16.0,7.0,17.0,6.0,5.0,3.0,30.0,4.0,29.0,20.0,11.0,14.0,20.0,33.0,14.0,18.0,15.0,9.0,1.0,5.0,4.0,15.0,13.0,0.0,4.0,8.0,13.0,1.0,0.0,0.0,0.0,10.0,6.0,7.0,5.0,6.0,6.0,9.0,8.0,9.0,17.0,8.0,10.0,1.0,6.0,1.0,19.0,7.0,21.0,0.0,2.0,0.0,9.0,2.0,6.0,1.0,22.0,11.0,1.0,1.0,0.0,1.0,6.0,10.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,26.0,27.0,15.0,32.0,31.0,49.0,18.0,20.0,25.0,24.0,10.0,21.0,23.0,27.0,18.0,25.0,7.0,45.0,17.0,39.0,0.0,19.0,26.0,10.0,13.0,30.0,17.0,13.0,15.0,9.0,21.0,16.0,28.0,12.0,7.0,17.0,7.0,16.0,11.0,11.0
449,2,62.912002531488206,36.233903687714026,71.60236422916748,56.01425657311085,43.47833825881078,128.86362737397653,71.60271456905369,71.81939978866593,114.7120319148335,147.09732102999928,16.398506724610158,13.87407118682786,17.187904311569685,16.777070655931706,3.1222551023240235,26.614321590016925,17.189527848049938,18.518465041990694,2.742318145322529,4.328629050431604,14.0,1.0,18.0,9.0,21.0,14.0,18.0,11.0,101.0,133.0,18.0,11.0,4.0,4.0,4.0,11.0,15.0,15.0,29.0,6.0,12.0,11.0,11.0,31.0,21.0,34.0,14.0,12.0,17.0,13.0,9.0,10.0,23.0,11.0,17.0,15.0,14.0,10.0,24.0,17.0,14.0,21.0,20.0,11.0,9.0,21.0,21.0,18.0,11.0,5.0,12.0,21.0,13.0,16.0,21.0,16.0,15.0,10.0,20.0,5.0,33.0,10.0,14.0,14.0,18.0,12.0,33.0,18.0,19.0,9.0,12.0,20.0,21.0,11.0,26.0,15.0,13.0,13.0,18.0,18.0,20.0,6.0,14.0,18.0,21.0,18.0,13.0,13.0,17.0,16.0,10.0,13.0,38.0,12.0,15.0,26.0,27.0,16.0,20.0,26.0,12.0,17.0,7.0,14.0,23.0,24.0,12.0,9.0,31.0,9.0,14.0,7.0,3.0,11.0,14.0,4.0,5.0,10.0,0.0,8.0,0.0,0.0,0.0,1.0,11.0,4.0,2.0,6.0,6.0,9.0,5.0,0.0,2.0,18.0,8.0,5.0,5.0,2.0,15.0,1.0,19.0,0.0,9.0,0.0,16.0,12.0,17.0,0.0,15.0,18.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,26.0,35.0,34.0,14.0,31.0,22.0,23.0,37.0,41.0,20.0,12.0,11.0,11.0,21.0,25.0,19.0,14.0,14.0,39.0,51.0,19.0,23.0,10.0,21.0,12.0,16.0,33.0,11.0,18.0,6.0,30.0,17.0,22.0,9.0,16.0,11.0,14.0,16.0,16.0,9.0
450,2,84.76781914893617,35.94350972438017,101.40577852998064,70.74621010638297,44.2218085106383,166.53997823984525,101.47298114119923,100.13509429400386,105.03665377176016,160.4385336073501,17.371110997136494,14.820933840080832,17.596659910700286,19.77460045209497,3.2907820259692184,24.726132864263057,17.796958756139475,18.35658257428079,3.503471036794499,5.39642952081252,20.0,1.0,28.0,7.0,19.0,33.0,28.0,21.0,95.0,131.0,3.0,9.0,63.0,31.0,21.0,14.0,15.0,16.0,12.0,41.0,30.0,6.0,25.0,12.0,9.0,14.0,20.0,19.0,12.0,9.0,6.0,31.0,11.0,16.0,24.0,55.0,17.0,55.0,5.0,18.0,13.0,6.0,9.0,15.0,15.0,16.0,13.0,10.0,6.0,32.0,9.0,56.0,31.0,28.0,19.0,25.0,10.0,18.0,15.0,30.0,12.0,29.0,60.0,21.0,9.0,21.0,8.0,13.0,11.0,23.0,58.0,21.0,50.0,14.0,19.0,14.0,18.0,28.0,26.0,16.0,7.0,27.0,10.0,15.0,20.0,48.0,9.0,23.0,25.0,16.0,16.0,22.0,10.0,11.0,39.0,28.0,14.0,60.0,26.0,28.0,45.0,13.0,15.0,16.0,29.0,10.0,12.0,21.0,10.0,39.0,45.0,19.0,30.0,26.0,32.0,4.0,5.0,6.0,17.0,23.0,2.0,1.0,1.0,7.0,8.0,9.0,7.0,20.0,4.0,5.0,18.0,8.0,30.0,6.0,11.0,14.0,6.0,73.0,6.0,1.0,11.0,0.0,4.0,11.0,12.0,34.0,10.0,0.0,31.0,16.0,0.0,8.0,8.0,1.0,2.0,1.0,1.0,0.0,5.0,7.0,3.0,1.0,2.0,0.0,7.0,3.0,1.0,0.0,1.0,29.0,24.0,9.0,20.0,34.0,20.0,19.0,26.0,19.0,32.0,29.0,13.0,22.0,48.0,26.0,13.0,9.0,53.0,15.0,21.0,48.0,65.0,10.0,58.0,6.0,23.0,11.0,5.0,17.0,27.0,31.0,8.0,36.0,10.0,28.0,22.0,26.0,12.0,18.0,26.0,11.0
451,1,73.52519961160004,29.76623971288905,87.57323627457649,62.66613065823896,42.96974438582711,170.37405760441342,87.57551224882336,86.71298604110359,108.12902547483131,157.58821564855992,16.50016554784302,12.674231439791672,17.988029807388045,16.452573336378464,2.207884353824686,23.888470354986442,17.98836765588194,18.521862793457558,3.361637938637738,5.003085829239339,9.0,1.0,12.0,8.0,14.0,24.0,12.0,8.0,98.0,130.0,14.0,26.0,79.0,40.0,26.0,17.0,13.0,14.0,15.0,15.0,48.0,16.0,12.0,18.0,8.0,15.0,16.0,10.0,26.0,21.0,12.0,26.0,17.0,34.0,20.0,30.0,11.0,14.0,14.0,45.0,15.0,17.0,31.0,16.0,14.0,16.0,19.0,24.0,11.0,9.0,20.0,44.0,34.0,39.0,12.0,32.0,9.0,5.0,14.0,24.0,16.0,68.0,32.0,9.0,10.0,23.0,17.0,7.0,14.0,34.0,43.0,21.0,9.0,22.0,17.0,33.0,6.0,24.0,15.0,23.0,20.0,35.0,14.0,11.0,30.0,34.0,14.0,63.0,18.0,11.0,23.0,64.0,14.0,27.0,49.0,16.0,18.0,54.0,17.0,9.0,36.0,16.0,11.0,18.0,5.0,12.0,37.0,27.0,9.0,7.0,31.0,15.0,17.0,40.0,24.0,11.0,10.0,20.0,6.0,2.0,0.0,0.0,0.0,15.0,6.0,17.0,7.0,11.0,12.0,33.0,14.0,10.0,32.0,15.0,28.0,25.0,15.0,22.0,30.0,0.0,25.0,0.0,3.0,17.0,14.0,24.0,16.0,0.0,36.0,13.0,0.0,2.0,2.0,3.0,6.0,5.0,0.0,0.0,9.0,4.0,5.0,0.0,7.0,0.0,5.0,11.0,0.0,0.0,8.0,11.0,23.0,15.0,23.0,57.0,23.0,14.0,17.0,15.0,32.0,20.0,29.0,46.0,31.0,6.0,19.0,25.0,46.0,8.0,16.0,35.0,46.0,9.0,12.0,17.0,54.0,20.0,3.0,6.0,37.0,5.0,10.0,28.0,16.0,49.0,22.0,52.0,30.0,12.0,18.0,17.0
452,3,80.3299290861754,38.02263344888595,95.10372405460221,67.42446167345119,44.66944520360755,154.6609297909984,95.10386070395997,94.36724874498353,107.0546957034565,156.8564246774356,11.755119244322634,10.911723288689446,12.243289270422235,11.989020211711672,2.1343592714436084,19.638619119838392,12.243968043013801,12.656493863144092,1.7976229675376243,2.9709142791405623,38.0,2.0,46.0,25.0,23.0,23.0,46.0,43.0,99.0,134.0,29.0,8.0,21.0,1.0,3.0,6.0,9.0,12.0,10.0,6.0,3.0,17.0,9.0,8.0,15.0,8.0,8.0,17.0,4.0,20.0,6.0,7.0,9.0,15.0,8.0,23.0,18.0,11.0,17.0,27.0,17.0,14.0,8.0,11.0,11.0,9.0,10.0,14.0,12.0,2.0,11.0,11.0,16.0,34.0,12.0,8.0,3.0,18.0,13.0,3.0,29.0,23.0,25.0,9.0,11.0,7.0,10.0,13.0,13.0,11.0,13.0,14.0,10.0,10.0,9.0,15.0,13.0,24.0,20.0,25.0,9.0,14.0,6.0,9.0,11.0,6.0,11.0,29.0,9.0,11.0,12.0,40.0,26.0,14.0,10.0,16.0,8.0,9.0,16.0,14.0,33.0,13.0,9.0,8.0,5.0,13.0,8.0,10.0,15.0,4.0,6.0,5.0,2.0,17.0,6.0,7.0,6.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,10.0,4.0,6.0,14.0,1.0,0.0,28.0,9.0,15.0,7.0,0.0,17.0,0.0,35.0,0.0,0.0,2.0,4.0,1.0,9.0,0.0,7.0,9.0,0.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,3.0,19.0,20.0,34.0,30.0,26.0,19.0,21.0,13.0,19.0,23.0,10.0,20.0,14.0,37.0,20.0,23.0,19.0,28.0,24.0,24.0,10.0,9.0,13.0,15.0,39.0,16.0,10.0,12.0,10.0,3.0,24.0,6.0,15.0,13.0,15.0,23.0,6.0,21.0,10.0,10.0
453,3,58.70862742244537,29.94373730329584,70.03526037497878,47.44586334861384,47.47418079507143,149.05986077760798,70.05929079046302,68.486568919935,111.04739988842805,148.89715370249098,18.178196146361838,14.0669137729324,19.70660608943701,18.095447119551302,3.5966479979393484,30.75411453739066,19.789884464563748,21.192326925690445,3.725231066396881,5.964487294421732,10.0,1.0,15.0,3.0,19.0,1.0,15.0,9.0,97.0,120.0,29.0,22.0,14.0,13.0,15.0,16.0,31.0,25.0,13.0,14.0,17.0,31.0,7.0,21.0,15.0,27.0,8.0,4.0,16.0,35.0,29.0,20.0,15.0,38.0,23.0,22.0,30.0,22.0,11.0,28.0,24.0,23.0,29.0,38.0,11.0,27.0,9.0,9.0,22.0,21.0,17.0,22.0,20.0,11.0,15.0,29.0,19.0,33.0,15.0,8.0,37.0,52.0,19.0,31.0,11.0,28.0,21.0,11.0,24.0,18.0,25.0,23.0,28.0,15.0,4.0,9.0,42.0,36.0,15.0,41.0,17.0,8.0,19.0,21.0,28.0,16.0,21.0,32.0,17.0,16.0,27.0,35.0,30.0,7.0,18.0,25.0,48.0,23.0,24.0,8.0,15.0,17.0,11.0,10.0,27.0,33.0,31.0,21.0,20.0,32.0,21.0,11.0,17.0,28.0,11.0,15.0,10.0,14.0,8.0,5.0,6.0,18.0,58.0,8.0,19.0,4.0,12.0,13.0,9.0,32.0,8.0,3.0,7.0,7.0,7.0,24.0,38.0,83.0,11.0,1.0,17.0,61.0,1.0,7.0,8.0,4.0,8.0,9.0,11.0,16.0,8.0,14.0,5.0,10.0,3.0,2.0,3.0,3.0,6.0,20.0,0.0,0.0,8.0,16.0,23.0,8.0,7.0,2.0,6.0,5.0,5.0,13.0,26.0,33.0,3.0,72.0,16.0,6.0,13.0,35.0,21.0,32.0,65.0,27.0,20.0,41.0,8.0,24.0,9.0,31.0,22.0,30.0,17.0,26.0,12.0,27.0,23.0,9.0,20.0,25.0,35.0,14.0,28.0,50.0,14.0,9.0,20.0,22.0,11.0,29.0
454,2,85.11931823668581,42.89964656121444,100.10845927285018,71.78283520834339,45.07467529332239,147.50336053305006,100.11268408092319,99.4768577084641,106.86139249674086,156.63140843030274,14.215355888738046,13.804444338657165,14.335912416604032,15.47060891284058,2.4749091649970927,24.72565232835069,14.353256531274633,15.01568146539148,2.4892468215918595,4.440195409200902,26.0,1.0,36.0,14.0,22.0,18.0,36.0,30.0,96.0,129.0,42.0,14.0,18.0,16.0,6.0,11.0,20.0,20.0,16.0,24.0,7.0,11.0,7.0,16.0,13.0,24.0,19.0,13.0,12.0,11.0,16.0,12.0,29.0,18.0,21.0,33.0,26.0,21.0,19.0,26.0,26.0,27.0,16.0,10.0,17.0,23.0,21.0,16.0,24.0,8.0,14.0,27.0,11.0,6.0,26.0,22.0,11.0,15.0,11.0,23.0,18.0,4.0,43.0,22.0,17.0,15.0,22.0,26.0,11.0,8.0,16.0,19.0,25.0,20.0,21.0,8.0,21.0,25.0,18.0,14.0,25.0,21.0,7.0,16.0,28.0,20.0,22.0,4.0,30.0,19.0,10.0,5.0,18.0,7.0,13.0,16.0,11.0,23.0,14.0,42.0,38.0,16.0,23.0,15.0,15.0,20.0,15.0,24.0,13.0,29.0,6.0,8.0,14.0,19.0,9.0,9.0,4.0,6.0,7.0,20.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,9.0,9.0,2.0,7.0,3.0,9.0,17.0,14.0,10.0,5.0,0.0,27.0,0.0,27.0,2.0,10.0,3.0,7.0,13.0,3.0,0.0,17.0,13.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,11.0,1.0,5.0,0.0,6.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,26.0,24.0,44.0,24.0,21.0,32.0,17.0,22.0,27.0,32.0,11.0,23.0,16.0,23.0,26.0,28.0,29.0,10.0,26.0,39.0,25.0,12.0,27.0,23.0,7.0,15.0,31.0,28.0,11.0,15.0,13.0,22.0,14.0,7.0,12.0,26.0,11.0,14.0,23.0,16.0
