,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min
175,1,81.38485345328603,33.220247668060466,95.301107073838,72.45392862374138,41.51337891409428,171.51131407727308,95.30617230283643,94.59825457500745,108.74787255657039,159.34626888238935,28.12235972641127,19.69892843836759,30.001920477010295,29.116868891910425,3.1921975209717375,30.992176170921276,30.009547653834886,31.27442192071189,4.009469840319286,8.16217236421064,7.0,1.0,9.0,1.0,21.0,2.0,9.0,6.0,99.0,122.0
176,2,89.59150114188543,40.71963023626287,104.76845075983614,78.43197368952382,42.51648218524119,159.04051113394382,104.77024995849729,104.36920812825011,107.02953647078883,159.97289536381052,19.203286511699492,17.71600775993013,18.97973284886926,21.991370420733915,2.933386821057938,32.65961722872391,18.984969532183037,20.04629357839402,3.5602839502916246,5.824654662844586,27.0,1.0,38.0,14.0,20.0,33.0,38.0,33.0,96.0,140.0
177,1,81.19132035616317,37.779872368517566,95.11339132475686,70.41359962447375,43.17726012527321,155.18931070396502,95.11831277229321,94.71819395344062,108.32373003183172,157.16602367575655,17.236054148315656,12.794160000138389,18.5259731377566,17.818019407544597,2.7368512874833835,23.219275495260348,18.54156626622317,19.150131628507076,2.982841018163004,5.3811249392152725,22.0,1.0,27.0,18.0,18.0,30.0,27.0,21.0,100.0,131.0
178,2,89.23249909321727,44.362076678475134,101.98049006569137,81.34988917099908,40.87078950550115,145.52962156933864,101.9840849554669,102.77762866239472,110.07859992745738,157.55332285495507,13.736585089030033,12.83821405686434,13.788952300560204,15.288133286731492,2.203718497439921,23.989050517274958,13.80097639253738,14.457261765341384,2.2922458655097704,4.52597966643053,30.0,1.0,38.0,23.0,18.0,9.0,38.0,34.0,101.0,130.0
179,2,79.35411000302206,41.002989875439845,90.76726892026076,71.59869727582783,41.7608511465006,143.54848789016967,90.80432154729526,91.35576134352199,111.55140741700126,153.9201528299443,18.83963686844508,17.81020947774433,19.120751411018045,19.971235051708238,3.2161190828638273,30.75712232715987,19.2181749382286,20.249912761009785,2.911128687207882,5.115731268707636,11.0,1.0,14.0,7.0,14.0,2.0,14.0,9.0,99.0,113.0
180,2,65.78951988828881,35.538845419259445,75.59132492761361,58.09348625171982,43.4038647144588,138.37571616321333,75.61560773764297,75.60007289976795,113.2635018584307,149.39486005298068,17.86260165734463,14.468173362774264,18.652104223241185,18.467330903339885,2.9835995867491523,25.554959785364073,18.74139316589383,20.03784592497717,2.5507360084125996,4.3764335122457005,20.0,1.0,27.0,12.0,18.0,24.0,27.0,20.0,103.0,135.0
181,3,68.96297920389392,42.06023964305682,79.1433089597562,59.262439842576654,46.535409289731305,120.08903846786305,79.14481632116116,79.30823074140255,112.76652890296978,147.30060623335052,14.401112260634953,12.435575539168152,15.587400276036758,14.310271862745184,3.6102266066544546,26.006311142218212,15.592130268829424,16.347144104174177,3.3520602400674435,5.239723062959352,19.0,3.0,22.0,11.0,21.0,3.0,22.0,16.0,99.0,124.0
182,2,92.07562483280468,36.74372951642031,107.74354148354799,82.41594852294875,40.88585336492529,168.2971825199679,107.76708258493522,107.41428612374365,106.81689723697788,163.273240149807,16.935201953125432,12.810025606761846,18.656820899192237,17.69316886410693,2.4287133265200453,25.431577204928747,18.710641473563108,18.58010512032514,3.6333332515135552,6.852506417091042,27.0,1.0,33.0,21.0,15.0,33.0,33.0,28.0,98.0,136.0
183,3,67.10483576457221,27.385145245474234,82.13480695489866,52.762381058654064,46.377614680760416,171.22575016738014,82.16897786524376,80.36223092373552,106.51268031406602,155.8131733246769,12.634142603337255,10.34234577635349,13.560860591807122,13.339690451166154,2.9967385111474076,22.574267850558776,13.711022415614664,14.202461745733356,2.7810496851383935,4.6264475849829445,22.0,1.0,33.0,9.0,20.0,44.0,33.0,27.0,96.0,124.0
184,3,57.48318356601681,34.96453650775553,66.00601660396131,49.34424717307712,46.487054714302005,125.64087974047241,66.00758682876776,65.44947296414912,114.75407066529856,144.68206834364602,18.579462393858726,16.998813989424512,19.01458437593296,19.006627820468996,3.693636190162516,31.407502679934783,19.017632626025748,20.88626998929919,2.574116342206566,3.8537417642139102,14.0,1.0,19.0,7.0,19.0,26.0,19.0,11.0,96.0,123.0
185,3,72.68912954218847,39.321886576153446,84.71484294805995,61.84635256278656,45.51522616848012,139.4910952576473,84.71580955313762,84.33361561623212,110.42316772736605,151.38501676589337,18.424058768524404,15.523601287565867,19.36694857454849,18.893763208380104,3.0634456726722665,27.250800179071284,19.36729470334783,20.275169348433028,2.752473944476294,5.285560366683081,13.0,1.0,19.0,6.0,20.0,20.0,19.0,11.0,98.0,132.0
186,2,79.49847945982165,35.30973653391472,95.3678455455168,65.20327376350262,45.31218567525974,164.79226402173674,95.37482603989486,93.90899585441105,105.74873901934363,157.99124492846465,20.4850856276676,17.828495291165844,21.140217335720813,21.4557344749781,2.9065642622973327,28.2533266772367,21.16006283859312,21.953574419153064,3.0208594179621437,4.946760217626048,12.0,1.0,19.0,4.0,17.0,23.0,19.0,11.0,97.0,134.0
187,3,76.42145012799438,43.39101245979071,87.52740301181213,67.28365387062135,43.835358002575155,129.80713816777188,87.53158636694437,88.100537932649,111.69232491742709,150.9863761050012,10.964224583632612,10.377100794816709,11.32683448875151,11.418228116931354,2.3279544716583955,19.179512272524647,11.33475875181554,11.960507161002992,2.1183562296564005,3.159745550338494,20.0,1.0,27.0,12.0,19.0,13.0,27.0,20.0,100.0,133.0
188,3,87.06171236073625,42.95201879268181,102.24895996103659,74.05975911682935,44.546811900075085,150.61643363029404,102.27263733587678,101.64694482212796,106.72901657974309,157.5870436511963,16.09894978807291,16.88371596679919,15.778903197986242,17.86485625903579,3.227984959309491,29.762346560808915,15.86974519456347,16.588099682893613,2.759638831913987,4.944596135973958,30.0,1.0,40.0,21.0,19.0,11.0,40.0,35.0,97.0,117.0
189,2,76.69409829928334,29.97961339436538,92.09017007166541,64.23740952686562,43.64198488251863,172.52103611794487,92.09420793667772,91.00986290868899,106.43176632081862,159.35718169501195,12.245264198052276,8.798268673964031,13.294152432166428,13.02720713692956,2.142483452514928,17.814647204822272,13.301994018045184,13.598571488508407,2.3998454760964525,4.418158462485488,27.0,1.0,32.0,22.0,20.0,26.0,32.0,27.0,98.0,138.0
190,2,62.99510244654295,37.199141113202174,72.71745528260057,53.75167114352568,46.183331564927485,124.8374202123204,72.73029390905182,72.56759126370282,113.26648945378597,146.76156118591157,11.964224572137013,10.189505125808278,13.432356936435054,11.312344925624437,2.786865153256175,24.065940038795905,13.448024437725886,13.915706636515482,3.3109490941082718,4.712016235864094,18.0,2.0,24.0,12.0,13.0,36.0,24.0,18.0,98.0,133.0
191,2,78.2951286610709,31.858209843158463,92.96649029029138,67.18476821549986,42.96106928402722,169.0230081990693,92.96691186405867,92.19396717129406,107.44655471541068,158.96599304943763,15.830075904633738,11.105498734842305,17.056728666415935,16.652896155198476,2.492503482615171,21.256600926993997,17.056188898042738,17.850370206791563,2.6858923344152537,5.514027092580526,8.0,1.0,12.0,2.0,5.0,35.0,12.0,7.0,98.0,130.0
192,2,75.07765703056562,34.535247531784925,88.18914695645998,64.80288017614888,43.34414139261785,157.50227288869948,88.19113573407202,87.8456744086938,109.2545812912849,155.54628643132799,16.07074948215673,14.763115015487413,16.176401244305637,18.06721971793045,3.1175209350146083,30.981111753829868,16.183178204365554,17.22950403509951,3.115319919011834,5.276120474601846,34.0,2.0,46.0,20.0,21.0,39.0,46.0,41.0,99.0,138.0
193,3,62.72756619919056,40.55931734660774,70.74384011147099,55.44927166265137,45.47924544357048,110.27461961059612,70.74615887805734,71.28093771771675,115.60181565805638,144.17958209018727,12.910392334007302,11.489587289792661,13.56431607941292,12.992114063123447,2.986134917618462,22.012615731735796,13.569050843639005,14.596882377505288,2.391466708802874,3.6127363677178845,9.0,1.0,12.0,5.0,10.0,20.0,12.0,7.0,102.0,129.0
194,1,91.5334484634856,34.09332752885284,108.71168413333018,79.71601334248066,42.034453880911265,175.24770173404934,108.76295332497457,107.83384826476781,104.98030801258545,164.55246386411488,13.341899588179917,12.281285339052705,14.039287601140327,15.889065124834543,3.5689321445305944,25.53690570312392,14.067283195579122,14.33573783055917,3.270515174770232,6.235568279747483,12.0,1.0,12.0,15.0,12.0,8.0,15.0,9.0,95.0,129.0
195,3,68.42120539019695,26.4271342396509,84.10244335850733,53.64952860457081,46.10670319364233,176.50258650476331,84.16929266005232,82.17120785823585,105.78280270497063,157.08392319462953,15.01627064008385,12.141026331201356,15.961284217197955,16.12834889371275,3.4230704793077913,23.431529549957954,16.207213472572217,16.697869008828324,3.283547113383236,5.15949433041832,22.0,1.0,30.0,12.0,19.0,49.0,30.0,23.0,93.0,138.0
196,2,85.9729290537136,39.66227965172688,99.0374697672075,77.9970145117404,40.876839161543884,155.0464766199738,99.09014410964426,99.4021528267661,109.76958203164365,158.25883679330846,19.609759723543316,16.762840668176697,20.43006077890191,21.1263866430692,2.8118213884129943,31.23260052235287,20.587124318484083,21.235586658594595,3.5291518742288774,6.597050508984144,17.0,1.0,23.0,11.0,18.0,26.0,23.0,16.0,98.0,135.0
197,1,80.60073465104075,30.0299318299948,96.77687098628152,68.08554436642595,43.11090731902346,176.28694370174168,96.80201904095554,95.64706264524351,105.67153102276419,161.3551662960094,13.887842603451654,9.48140306123448,14.961872290056853,15.306356148005893,2.451293439208519,17.870782184771702,15.020001987455869,15.301283921382819,2.8521864898116083,5.1287072207597575,24.0,1.0,27.0,20.0,15.0,27.0,27.0,23.0,96.0,135.0
198,1,80.42829085059195,34.7131307444808,93.53834770249586,72.1921094555337,41.19249257105817,162.79098626307118,93.5544153937463,93.5877807453222,109.70088713959954,158.10760862774498,19.44035596057651,17.78040378367085,20.30634860862648,20.42613642432819,3.636748673325988,37.563385344010754,20.32694567641157,21.259973211957195,3.8880529123858696,7.070359138266122,12.0,1.0,15.0,8.0,3.0,1.0,15.0,10.0,98.0,107.0
199,2,77.39349189126906,39.4661484838592,89.20284309677668,68.72973297358541,42.561307574870135,143.78394960968632,89.22562339769749,89.60025252767723,110.961266287075,153.84179093012762,14.039459386193842,13.502240847613969,14.448415571046171,15.027351163242896,2.906708594539039,26.622520133548292,14.463175499452545,15.083539352974785,2.7050861585288173,4.872678903256104,27.0,1.0,35.0,20.0,2.0,12.0,35.0,29.0,100.0,122.0
200,2,71.6485849855137,34.464180331833795,84.53800055139857,60.54237304531625,44.646060160486,151.04188210711644,84.53973213637924,83.9594141632043,109.44489641929508,153.68848882934213,14.618894439390518,12.88671740177853,16.27460998144548,14.870290437334681,3.193499059777579,31.345931471356597,16.276194605282033,16.588583942923382,4.3106306695621015,6.6894700345132305,22.0,1.0,25.0,18.0,15.0,9.0,25.0,20.0,96.0,129.0
201,2,86.33240341760835,42.2874755473692,98.49502214992035,79.25017645991167,40.48521433997271,147.89631551704434,98.83381173576052,99.20681773875866,110.92754051855687,156.77571777169786,22.737505737918106,20.32499850132712,23.16252893105386,25.610863790704588,4.325708042837193,35.387971368897254,24.03879423716968,24.423693193407313,4.9664081485739215,8.197380304774839,17.0,1.0,22.0,10.0,16.0,18.0,22.0,15.0,98.0,130.0
202,3,82.48042217003957,41.403386342566655,97.4389182911486,68.75927953993245,45.633947809432605,147.8838421141102,97.47584288836028,96.63751343476689,106.81396095130884,156.10387175973798,14.312461469888287,12.218790313609569,14.838806099450327,15.463813208873473,3.0286752380454525,20.786271604794532,14.977772093317311,15.355688647113128,2.488822291781092,4.4784733142398245,38.0,1.0,51.0,25.0,5.0,12.0,51.0,47.0,96.0,123.0
203,3,98.03618444916933,41.176751921155876,114.94610838593026,86.51240840881061,41.672241661225605,164.6860647458327,114.99378881987577,114.34703364528748,105.19533129084283,164.36025960835525,12.275086404139996,12.31366695962959,11.440089162970496,15.412236307829094,2.7663653334027876,19.64262308718881,11.642531166242197,12.102083597151509,2.6541833630484137,3.991656067123498,50.0,1.0,65.0,40.0,19.0,43.0,65.0,62.0,97.0,141.0
204,3,88.50282752457551,42.65667202859696,102.99728328865058,77.556418230563,43.11038427167114,150.24344593386954,102.99806970509384,102.84125111706881,107.75743342269884,158.33592850759607,15.5293387489067,13.074855459865201,16.054191286274683,17.220014442857316,2.93697353158954,25.01526771385389,16.056971732702607,16.584873537317847,2.2733344999571123,5.8740217469565215,42.0,2.0,55.0,29.0,19.0,41.0,55.0,52.0,99.0,137.0
205,2,79.65433437751831,37.03527843422408,93.59287086239176,68.54215013239134,43.52915942099236,155.73022461085426,93.59314958101321,93.14417023648669,108.27604655812799,156.74408177361988,15.65535331585814,13.7903403619712,16.651746339385525,16.17914944624624,2.7782853297652546,26.055485562037035,16.652772324850584,17.32285165911644,2.9973121856032954,5.400574586395801,11.0,1.0,13.0,10.0,20.0,15.0,13.0,8.0,100.0,124.0
206,3,60.002183581394604,36.22311484096103,68.77423480992674,51.8525654405429,45.84725634068151,126.30127000947289,68.78334912148313,68.48204164860395,114.47248848000257,145.40904687742508,17.50688806682878,16.306859270557876,18.037094602121034,17.62289316776505,3.206999119830993,31.273903587094974,18.07011457796356,19.780165819272106,2.5458569852288746,3.7333481756639326,13.0,1.0,20.0,5.0,17.0,14.0,20.0,12.0,99.0,128.0
207,2,94.50113043282641,28.769303916769356,113.7622941599928,81.75137789075858,41.54761315576352,192.14083168361378,113.76349770539008,112.17900769369207,102.83573854944659,168.73948866192748,17.144207780344757,13.720701744304833,17.23867616278702,20.168061620864112,2.684703625039804,23.188157700179737,17.240434126473424,17.687769523055803,2.676433532437315,5.297393800323519,28.0,1.0,41.0,13.0,21.0,43.0,41.0,35.0,93.0,137.0
208,1,82.41504682112509,39.36275390637271,96.2128524145381,71.76674852251246,43.23515594578639,153.55821709175183,96.21635065285794,95.89688675631034,108.45646043599228,156.93910427513612,18.52069792460763,14.57356642508183,19.268584290470265,19.547634086719626,2.8606488640629264,24.0452933232859,19.28035023720794,20.217604492538783,2.2537894971681993,4.896744161545507,15.0,1.0,22.0,5.0,6.0,2.0,22.0,14.0,99.0,121.0
209,4,65.00185962235362,42.880139505735535,72.92558104683796,57.88262581401052,45.31315904198796,109.23916923244599,72.92639846325713,73.59323996621346,115.77117789706003,144.056721887687,17.453210324784035,16.469416782485652,17.91566454327602,17.60476364784981,3.3121239786595393,28.366047483803722,17.916550377050577,19.440891154955338,2.479000120015842,3.796663365738527,18.0,2.0,24.0,11.0,21.0,8.0,24.0,17.0,99.0,126.0
210,2,79.42137009909521,35.912339584255264,93.47117047249749,68.43666810282924,43.3959844894442,160.37796352147063,93.47472066637944,92.80845038058308,108.15092919718512,157.22785006462732,20.125901651742186,14.491798295449108,21.24303740852257,21.28127712964726,3.1439963218485705,26.208738224431546,21.251100149206074,22.456474244613954,3.044382916118341,5.628259967025524,9.0,1.0,12.0,4.0,8.0,27.0,12.0,7.0,98.0,130.0
211,1,91.11754808228031,35.93698856161787,106.80214392369236,81.37901985692318,40.95200686412159,170.30865703906755,106.8425542109603,106.58939515499989,106.80522497827104,163.16482806266853,14.140530113427433,15.124655710638175,13.98538377298987,17.119427338236072,3.0396675712453254,29.61701652629022,14.104083160350187,14.677732481443746,3.481975751450734,6.02036915927828,15.0,1.0,18.0,12.0,17.0,5.0,18.0,11.0,98.0,125.0
212,2,69.90279269101129,42.31011059705604,78.51086824586139,63.514654391649,42.6924944327991,119.51912922908856,78.5230670115125,79.54403320230436,114.97839422601096,147.3979374609014,15.540345513455197,13.489882541481043,16.34533013644336,15.852686960508173,3.3307133468549783,24.86403715864576,16.360733202917324,17.404075820316237,2.7543504639003307,4.535731191024574,20.0,1.0,23.0,15.0,6.0,15.0,23.0,17.0,99.0,127.0
213,3,92.84692569208353,39.04586206896552,110.10741622146674,79.4874502185527,43.07690626517727,165.4645944633317,110.1281690140845,109.09194269062652,104.50950461389024,163.01745507527926,11.906425143947162,10.767726030518189,11.498310215492701,14.504905397131065,2.629997672547494,17.85947288424133,11.58899798544069,12.071625812088438,2.2541768467208723,3.7519373441181907,51.0,5.0,66.0,38.0,18.0,44.0,66.0,63.0,98.0,142.0
214,3,72.07945719789456,29.96246717871954,87.54698600051532,57.78003877157896,45.827460338883235,168.89170337288198,87.58480669423211,85.9574616885268,106.12138816976062,156.98925192937682,14.83383229173933,12.589739314232837,16.07962096830681,15.339118874468607,3.233725254156256,25.316539087936192,16.22885729384024,16.568410693845777,3.4489899998368267,5.752804917781192,25.0,1.0,37.0,11.0,20.0,37.0,37.0,31.0,96.0,127.0
215,3,81.81946720413617,47.435464224685624,92.87986241948911,73.21728519475967,43.33351005564562,125.65213162160978,92.88061604521755,93.79499627568681,111.88487052534724,151.4887350479779,14.51706876367444,12.9902964726514,14.873111670500473,15.866549789586138,3.1006337858229998,24.208954993907945,14.876703999605597,15.616603607156406,2.6416318285535287,5.218284958601183,33.0,5.0,42.0,25.0,20.0,24.0,42.0,38.0,99.0,127.0
216,3,80.64451022970945,42.05991903201092,95.95025001926713,65.30439335760235,47.34204358450107,144.31472960291592,95.96648880466763,94.8874618624282,106.25126596337887,154.86108630311492,11.638686013307444,11.399858087241132,12.091395956996806,12.330864552337879,3.003667694484049,21.814646130932246,12.167192220169452,12.505337912374651,2.242030347933918,4.170344439116902,24.0,1.0,27.0,23.0,17.0,15.0,29.0,24.0,96.0,131.0
217,1,97.87420769393925,35.84879452081832,113.58818335627014,90.70966946347623,38.98628717999309,175.8047017969625,113.64135726652559,113.80046465513415,107.31335612215202,166.36017678598733,15.308223741400875,16.103243738259955,15.254556123220333,17.857493889759628,2.429546782832508,30.138745916138117,15.359047492589392,15.644960176520987,3.0790446061143513,6.177993814733461,25.0,1.0,31.0,18.0,19.0,1.0,31.0,27.0,98.0,126.0
218,2,74.21777969886895,39.64615089061121,85.81803064140432,64.64533054775113,44.02323919986552,138.55207958120212,85.94327377950675,85.89423192373268,111.04860360684869,151.97318877122206,16.940408794758728,13.591761884935064,17.447014363518583,18.89330973364193,4.14433612811599,24.39823893082327,17.825730721501557,18.52280435084853,3.5796252908057484,5.532670268179917,20.0,1.0,22.0,13.0,15.0,42.0,22.0,17.0,98.0,135.0
219,3,84.86285237341531,36.65256748363185,100.46965478983556,72.59913277588058,43.58696924509769,163.52260431881683,100.53763823929074,99.61506242079709,106.43790746555787,159.64669269017605,18.405113568677695,16.351084480260315,19.283805099106562,20.18024415695228,3.318020178172319,31.718901888990207,19.498167965155893,19.998739439489725,3.3497332831253597,7.1633078688211045,24.0,1.0,33.0,14.0,19.0,51.0,33.0,27.0,94.0,142.0
220,1,95.52361317420478,47.74517839305381,109.32596936946166,86.71778927418941,41.337622291656,145.3615735286585,109.3282231214465,109.81739998975567,108.86591200122932,159.06601444450135,16.361091591084982,15.158848461360767,16.870372217829203,17.413101406363094,2.6166089197151163,25.09556457199915,16.878269341971357,17.465717877882383,2.0907249194401505,5.502941991991615,15.0,1.0,22.0,8.0,10.0,2.0,22.0,15.0,101.0,113.0
221,1,76.75905164242965,32.75169867560885,90.92107401088634,65.75669564275462,43.245722951518886,165.94456593120162,91.03002545562867,89.90455493270507,108.09741517047146,157.39960597936468,23.656045213715895,17.414424735840203,25.5329636029957,24.468890106465423,3.7167699746086558,30.412984685780344,25.76820452579756,26.680319644430465,4.952578825875703,7.77994750527606,6.0,1.0,7.0,3.0,10.0,3.0,7.0,5.0,96.0,120.0
222,1,98.1671938511566,37.38135962805,114.31506171014706,89.64505949301603,39.78840127708635,172.12582957652796,114.44980415342546,114.19420589756855,106.6654053654571,165.7007390436775,17.266411536858925,17.896251697551616,17.717978379224963,20.12619933640123,3.2129934493798267,32.55837410980368,18.079787806931545,18.1215699905976,4.316580756753468,7.946311712080857,16.0,1.0,19.0,14.0,15.0,6.0,19.0,14.0,96.0,126.0
223,3,82.36357778430573,30.257220832385716,99.846914118394,67.9143552957007,43.97377971931886,178.2156184555904,99.846914118394,98.15011987226261,104.05457267670498,162.34733580342845,15.538998453167862,8.552685807227412,17.709537070811475,15.043028161100096,1.726668403563905,15.08355808013881,17.709537070811475,17.69364973213819,2.8615497249909034,5.352249828303478,30.0,1.0,42.0,17.0,31.0,89.0,42.0,36.0,96.0,147.0
224,1,87.95953466497707,37.15702722301707,102.487027577828,78.80611911635988,40.89797118110442,165.5020706232772,102.5936614106366,102.42955308503272,108.00445477941656,161.0086221537095,18.60354799062694,16.75698756329368,18.657903178495964,20.902384033858436,3.2757772340197517,26.39287113849757,18.976199997257883,19.538024380951672,3.7819665444853077,4.951127378384537,15.0,1.0,20.0,9.0,17.0,37.0,20.0,14.0,98.0,134.0
225,2,87.92361936500174,39.500841664676244,102.43477988887815,77.90453984520282,42.21860409569901,157.90423275308086,102.44880376244718,102.29096978554733,107.88887814698339,159.68720392622964,17.60089137365431,14.488943911053575,18.08184838701365,19.85904727727835,3.3828137468632145,26.285276194299367,18.125655558679462,18.795427487603476,2.475747112699844,6.4223172345913415,17.0,1.0,22.0,10.0,18.0,6.0,22.0,16.0,100.0,126.0
226,2,77.92787765908321,34.55296861290273,91.58962380322015,67.67282886432903,42.960748699319645,160.3089308253548,91.60761783086538,91.02457439275929,108.71602838407783,157.0604854847151,19.98772195345234,14.189269994868836,21.738871719320294,20.443528547132676,2.952128883447118,25.774027766662222,21.787704022618293,22.482662465784152,3.5424292165020863,6.809574043429886,12.0,1.0,16.0,7.0,16.0,34.0,16.0,10.0,99.0,130.0
227,3,67.51560553185989,43.336428689609534,75.25476024298824,61.549727284477186,43.072239886260824,114.54586532247642,75.28642109344707,76.2048287449916,116.12990047822153,145.13903580199045,20.808998404623033,19.60340241648521,20.814213184501746,22.20325811210795,4.575318352076443,33.98429682116907,20.876111106126828,23.15656730234721,3.373894197436464,4.592618401040202,9.0,1.0,14.0,3.0,17.0,11.0,14.0,8.0,100.0,125.0
228,2,62.38247224748459,37.06141009354429,71.69465737011534,53.75692549766865,45.890375759675486,124.6224286518557,71.69670723081143,71.62382169099072,113.80013858213157,146.43992608952982,13.753164891176223,11.579498188025884,14.298341129115075,14.83972008857107,4.075120536498307,25.01457832349833,14.299721404055989,15.512215150262616,3.0845746018687628,4.3375990510887785,11.0,1.0,15.0,4.0,10.0,28.0,15.0,9.0,98.0,129.0
229,1,82.23021506202463,30.850202333341223,98.94600696188692,69.01560810131969,43.41861152316393,177.16966792153988,98.94641474643484,97.60953152056356,105.12263677034638,161.66470063295253,17.223996321746636,13.720054946166279,18.239492905595593,18.920577416427246,2.7899880317395964,27.227038694374038,18.240819778876496,18.84705789796179,3.601442260735494,6.007706409613909,9.0,1.0,13.0,4.0,24.0,13.0,13.0,7.0,95.0,130.0
230,3,57.36045216128588,33.27684651977967,66.7737253232853,48.13974813164253,47.201106618429456,132.79937533642953,66.77376287820938,65.43044828061039,113.86892705581914,145.37285154538512,22.923144471009884,17.61247501445158,25.382841459099875,20.926885746491543,2.98309064826938,30.19514625132542,25.382988267869745,27.624675943575024,4.731263214480494,6.740390333636938,10.0,1.0,13.0,6.0,26.0,15.0,13.0,8.0,100.0,129.0
231,2,87.07705758416901,34.53190493028412,103.73369292583763,74.39608047355371,42.8938708429084,171.45399429556974,103.7349685396372,102.72998552393328,105.21621892781555,162.31643344114738,13.892628169224075,12.053938145546363,14.531457545354346,15.020325078662806,2.4563247321908923,21.708854323632227,14.533313832958346,14.867364087093422,2.6162437631604347,4.448487873346913,16.0,1.0,22.0,11.0,6.0,2.0,22.0,15.0,96.0,127.0
232,2,72.89613809807578,46.30923717939476,82.28187654985487,64.62690548047904,45.02114050095154,112.1489542684685,82.28396705176756,83.11020549393514,113.97387593471868,146.77747928721092,16.432982449112863,14.186624576332266,17.906223356097108,15.935096412112886,4.028090702814343,26.589867972723564,17.909350681890658,18.627008367529157,3.770150993167214,5.602867863124287,18.0,1.0,23.0,14.0,22.0,21.0,23.0,16.0,100.0,122.0
233,3,64.47189168165139,37.12982305823464,74.9651922459034,54.2951584809727,46.771492026628636,132.1876969386087,74.97705788515414,74.46536417084266,112.23469163430156,147.8298506789626,17.676805224677715,16.344859729648604,18.349626824491818,18.189179417284286,3.7792779615493246,31.380339090838337,18.391158223384878,19.63706304765587,3.296278364560063,5.043265313614078,23.0,1.0,30.0,10.0,16.0,23.0,30.0,25.0,98.0,132.0
234,4,64.52543022364662,42.746802415113635,72.16064585800878,57.846257460693465,44.946027543602966,109.65985043777142,72.23564179381779,72.85299821175596,116.15763255068627,143.79235467614203,19.349695731719553,18.564027982343784,19.29512121849828,20.4632599127386,3.6724835618424363,32.958809139888096,19.51711973647118,21.327035229340666,2.7131067454192968,4.05056535089178,17.0,1.0,22.0,8.0,17.0,17.0,22.0,15.0,101.0,128.0
235,3,71.92870729912481,40.77553051165159,83.25320849551296,61.597735887479345,45.5393604761486,133.63115607658736,83.25358800742363,83.18766863982006,111.30085575307659,150.0001990123434,17.129157439241677,16.834060100805807,17.2894078953505,18.25788114296271,3.0114798757565886,32.797087403457006,17.290222247071945,18.544924054992403,3.191166608854773,5.046509925671985,25.0,1.0,35.0,12.0,22.0,24.0,35.0,28.0,98.0,131.0
236,3,81.9671996969574,34.304086367725745,97.5869759324648,69.44835423515565,43.532008874819056,167.1203579690734,97.64276147570924,96.67203079129294,106.23566973767875,159.79584534004357,14.878548309585128,12.456421938143679,15.19042517159018,16.604495468169507,3.0251962577192852,20.396292210877817,15.386493958076445,15.842464468369085,2.627522352330495,4.256108812347956,28.0,1.0,33.0,21.0,17.0,46.0,33.0,29.0,98.0,140.0
237,3,82.82135152268673,59.72173400176939,93.06140381052539,71.5153595526048,50.17339512209505,94.1116227412784,93.06481431428726,94.12323516258864,112.94504371243654,144.56266923519206,17.301605980359184,18.168265273019003,17.260468663432366,18.438853613929094,4.7895936893514435,29.859578829285503,17.271714047211134,18.33958975074317,3.5247367931428415,5.346636643923048,15.0,1.0,21.0,2.0,23.0,7.0,21.0,14.0,94.0,107.0
238,3,71.59094594310022,28.457189788515503,86.97492471623814,57.83042727483311,45.28241939899341,172.8185871922842,86.97535114873544,85.42354749720977,106.25541727209553,157.53181397013918,14.664386901871763,12.177319730238501,15.674799072224024,15.155826465937707,2.441529489119693,24.59993023498584,15.674569848098471,16.11818818149035,2.477453425077784,5.092065583898669,31.0,1.0,43.0,17.0,20.0,23.0,43.0,38.0,96.0,133.0
239,4,69.03325813760327,39.93521276282032,79.31531584664003,59.96819662946198,44.96967597029523,128.31146759457215,79.32036329858603,79.52517582531,112.67540018381179,148.65964348377395,13.183209418146404,12.872284309104273,14.398870149596624,12.325180954767895,2.900164902866503,28.698681928943568,14.42202132633253,15.062711126718122,2.967827925881828,4.810382385142694,26.0,1.0,35.0,18.0,18.0,22.0,35.0,29.0,101.0,132.0
240,3,69.98650564808847,26.878353439268317,86.01100444384137,54.98339156687812,46.078550832796225,176.05939143118832,86.01533294887886,84.04287119644492,105.38201431527528,157.7090471182876,14.42747240875513,9.31611618399819,16.08327580378757,14.509340075929071,2.271059034552643,19.716524933563356,16.096216969721745,16.5174650033464,2.629631656912871,5.270016021523139,26.0,1.0,36.0,15.0,23.0,43.0,36.0,30.0,96.0,140.0
241,3,88.68764759458324,37.663063456137,106.44069765539358,73.31269599742579,44.75604421974618,166.05742895008098,106.44202293885698,104.9220318831569,103.70389458815316,161.74126976335782,13.87436429352599,11.999255836973497,14.089300465398162,15.653159379363487,2.7951552653509157,21.448907828457994,14.095016349505574,14.557032083461257,1.91868623153121,4.502589579645669,39.0,1.0,52.0,24.0,23.0,24.0,52.0,48.0,95.0,128.0
